,ogc_fid,uhgs_id,x,y,total,toponym,toponyme_standard_fr,toponyme_standard_en,substate_1789_fr,state_1789_fr,substate_1789_en,state_1789_en,belonging_states,belonging_substates,status,has_a_clerk,geonameid,admiralty,province,shiparea,ferme_direction,ferme_bureau,partner_balance_1789,partner_balance_supp_1789,point
899,143,A0243698,8.016667,43.866667,56,Port Maurice,Porto Maurizio,Porto Maurizio,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,3170079.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[892411.288299241,5444831.725710141]}"
900,584,A0240314,17.3,40.95,5,Monopoly,Monopoli,Monopoli,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,3117232.0,,,MED-ADRS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1925827.190723632,5004969.470230383]}"
901,390,A0219767,16.25,41.25,3,Jouvenac en Pouille [Puglia,"Pouille, undeterminé","Apulia, undetermined",,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,4796512.0,,,MED-ADRS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1808941.725390696,5049286.83462301]}"
902,419,A1965012,-1.430118,48.633059,10,Thorin,La Roche-Torin,La Roche-Torin,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3022888.0,Granville,Normandie,MAN-PORT,Caen,Granville,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-159200.007534294,6212826.994969959]}"
903,1174,A0386332,0.25,50.8,0,,Eastbourn,Eastbourn,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,,,Sussex,MAN-DOVE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[27829.872698319,6585991.99809962]}"
904,352,A0242553,8.591944,39.903056,49,Loristan,Oristano,Oristano,Sardaigne,Royaume de Piémont-Sardaigne,Sardinia,Kingdom of Sardinia,"[{""1749-1815"" : ""Royaume de Piémont-Sardaigne""}]","[{""1749-1815"" : ""Sardaigne""}]",,,2523964.0,,,MED-SARS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[956450.831004322,4851864.625917798]}"
905,1059,A0594881,-10.268889,52.140833,1,Dingle,Dingle ,Dingle ,Irlande,Grande-Bretagne,Ireland,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Irlande""}]",,,2964782.0,,Irlande,ANE-SHAN,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-1143127.494492649,6825630.033724611]}"
906,1195,A0037077,15,36.333333,1,Canal de Malte,Canal de Malte,Malta Channel,,Malte,,Malta,"[{""1749-1798"" : ""Malte""},{""1798-1800"" : ""France""},{""1800-1815"" : ""Grande-Bretagne""}]",,,,,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1669792.361899104,4346584.947471912]}"
907,335,A0245388,16.033333,39.35,1,Paulo dans le Royaume de Naples,Paola,Paola,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,2524155.0,,,MED-TYSC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1784822.465278989,4771930.79353414]}"
908,1256,A0164805,-1.283333,49.683333,0,Gatteville,Gatteville,Gatteville,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Barfleur,Normandie,MAN-WIGH,Caen,Cherbourg,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-142859.976078204,6391614.239420592]}"
909,572,A0180040,5.3,43.283333,9,Frioul,Frioul,Frioul,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3017027.0,Marseille,Provence,MED-LION,Marseille,Marseille,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[589993.30120435,5355197.937613853]}"
910,586,A0244569, 11.757619,42.254114,23,Corneto,Corneto / Tarquinia,Corneto / Tarquinia,,Etats pontificaux,,Papal States,"[{""1749-1798"" : ""Etats pontificaux""},{""1798-1799"" : ""République romaine""},{""1799-1808"" : ""Etats pontificaux""},{""1808-1815"" : ""France""}]",,,,3165919.0,,,MED-TYNO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1308852.160021319,5199120.821809781]}"
911,443,A0235568,9.2,44.333333,25,Sainte Marguerite,Santa Margherita,Santa Margherita,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,3167595.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1024139.315298116,5517171.97413927]}"
912,974,A0116875,-5.066667,43.466667,3,Rivadesselle [Ribadesella],Ribadesella,Ribadesella,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3111855.0,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-564018.790459082,5383275.239233437]}"
913,429,A0241435,9.834477,44.051529,9,Porto Venere,Porto Venere,Porto Venere,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,11126599.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1094768.97185816,5473419.88061172]}"
914,204,A0105481,2.666667,41.616667,22,Calella,Calella,Calella,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3127007.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[296852.012555225,5103729.858798479]}"
915,317,A1212277,29.416667,45.5,2,Embouchure du Danube,Embouchure du Danube,"Danube, mouth of the",,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,697997.0,,,BSE-TURK,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3274648.391275295,5700582.732404122]}"
916,1233,A0137297,-1.116667,46.233333,0,Marselle [Marselleq],Marselleq,Marselleq,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,La Rochelle,Aunis,ACE-ROCH,La Rochelle,Saint-Martin île de Ré,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-124306.801825653,5817820.166205501]}"
917,66,A0230146,16.25,38.916667,6,Sainte Eufemie en Calabre,Sainte-Euphémie,Saint Euphemia,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,8955784.0,,,MED-TYSC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1808941.725390696,4709741.855055504]}"
918,259,A1010107,24.1,56.95,20,Riga,Riga,Riga,,Empire russe,,Russian Empire,"[{""1749-1815"" : ""Empire russe""}]",,,,456172.0,,,BAL-RIGA,,,Russie,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2682799.728117893,7749905.965961182]}"
919,971,A0387292,1.183333,51.083333,14,Folkestone,Folkestone,Folkestone,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2649258.0,,Kent,MAN-DOVE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[131728.026998877,6636047.624348166]}"
920,312,A0111026,-2.698224,43.407551,3,Mundaca,Mundaka,Mundaka,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3115916.0,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-300364.921726191,5374212.442934928]}"
921,1239,A0145746,-4.433333,48.4,0,Moulin Blanc,Moulin Blanc,Moulin Blanc,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Brest,Bretagne,ACE-IROI,Lorient,Brest,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-493516.372077016,6173660.451962929]}"
922,1325,A0402308,-4.666667,52.083333,0,Cardegan,Cardigan,Cardigan,Pays de Galles,Grande-Bretagne,Wales,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Pays de Galles""}]",,,,,Pembroke shire,ANE-IRSE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-519490.994141773,6815207.177257663]}"
923,598,A0075895,-2.422071,43.320888,1,Orcarna [Ondarroa],Ondarroa,Ondarroa,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3115056.0,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-269623.710385155,5360942.517586531]}"
924,1275,A0185628,-3.633333,47.816667,0,Moelan,Moëlan,Moëlan,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Quimper,Bretagne,ACE-IROI,Lorient,Quimper,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-404460.779442397,6076408.770283144]}"
925,46,A1875058,20.5,54.71,45,Konigsberg,Königsberg / Kaliningrad,Kaliningrad ,,Prusse,,Prussia,"[{""1749-1815"" : ""Prusse""}]",,,,868069.0,,,BAL-BASE,,,Prusse,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2282049.561262108,7305785.234460066]}"
926,187,A0234742,9.916667,44.066667,1,Lerissy [Lerici],Lerici,Lerici,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,3177044.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1103918.320806459,5475764.85799022]}"
927,55,A0116557, 2.312770,41.482421,6,Masnou,El Masnou,El Masnou,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3117232.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[257456.378721959,5083761.185344737]}"
928,289,A1088178,12.855556,56.671389,1,Halmstall,Halmstad,Halmstad,,Suède,,Sweden,"[{""1749-1815"" : ""Suède""}]",,,,2708365.0,,,BAL-KATT,,,Suède,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1431073.947784413,7693247.928274989]}"
929,414,A0025828,10.641111,35.825556,22,Sousse,Sousse,Soussa,Régence de Tunis,Empire ottoman,Regency of Tunis,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence de Tunis""}]",,,2464915.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1184563.057994701,4276644.618734415]}"
930,806,A0204263,-3.283333,47.8,35,Hennebont,Hennebont,Hennebont,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3013521.0,Lorient,Bretagne,ACE-IROI,Lorient,Lorient,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-365498.957664751,6073646.223350629]}"
931,909,A0140740,-0.95,45.566667,1,Mescher,Meschers,Meschers,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2994274.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-105753.516253609,5711177.163981381]}"
932,441,A1593798,29.919167,31.198056,54,Alexandrie,Alexandrie d'Egypte,Alexandria ,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,361058.0,,,MED-CRES,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3330586.435398915,3658497.285299591]}"
933,1311,A0385857,-0.016667,52.983333,0,Bortan,Boston,Boston,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,,,Lincoln shire,NOR-HUMB,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-1855.361953052,6979915.571349243]}"
934,442,A1904488,36,34,17,Levant,Levant,Levant,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,270901.0,,,MED-MEDE,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[4007501.668557848,4028802.026134407]}"
935,1237,A0144125,0.897557,49.366623,0,Caumont,Caumont ,Caumont ,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Rouen,Normandie,MAN-WIGH,Rouen,Rouen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[99915.588197939,6337300.160669207]}"
936,514,A0180597,-2.566667,48.566667,2,Dahouet,Dahouët ,Dahouët ,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3021919.0,Saint-Brieuc,Bretagne,MAN-PORT,Saint-Malo,Saint-Brieuc,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-285720.063475898,6201651.170895278]}"
937,963,A0382374,0.916667,50.95,2,Lydd,Lydd,Lydd,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,3167096.0,,Kent,MAN-DOVE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[102042.903666997,6612454.062706906]}"
938,447,A0247948,8.433333,44.2,1,Noly en Riviere de Genes,Noli,Noli,,République de Gênes,,Republic of Genoa,"[{""1749-1815"" : ""République de Gênes""}]",,,,3172225.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[938794.335250111,5496444.989877837]}"
939,693,A0400550,1.4,51.2,1,Walmer,Walmer,Walmer,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2634863.0,,Kent,NOR-DOVE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[155847.287110582,6656747.948768767]}"
940,511,B0000276,-76.08717906,36.83449804,13,Virginie,Virginie,Virginia,Virginie,Etats-Unis d'Amérique,Virginia,United States,"[{""1749-1783"" : ""Grande-Bretagne""},{""1783-1815"" : ""Etats-Unis d'Amérique""}]","[{""1749-1783"" : ""Colonies britanniques d'Amérique""},{""1783-1815"" : ""Virginie""}]",,,4789101.0,,,AUE-BALT,,,Etats-Unis,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-8469986.028855827,4416062.986753938]}"
941,770,A0241675,17.229722,40.476111,9,Tarente,Tarente ,Taranto,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,3165926.0,,,MED-IONN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1918003.879549662,4935372.572481761]}"
942,159,A0019937,10.760278,34.740556,21,Sfax,Sfax,Sfax,Régence de Tunis,Empire ottoman,Regency of Tunis,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence de Tunis""}]",,,2467454.0,,,MED-LISE,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1197828.667754064,4128679.397285118]}"
943,1106,A1587995,31.815,31.419444,2,Damiette,Damiette,Damietta ,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,358048.0,,,MED-CRES,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3541629.599587999,3687342.577873165]}"
944,823,A0240792, 15.221945,37.243892,3,Agosta en Sicile,Auguste,Augusta,Sicile,Royaume de Naples,Sicily,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]","[{""1749-1815"" : ""Sicile""}]",,,2525646.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1694499.166283217,4473156.929708474]}"
945,1032,A0387840,-4.2,50.316667,6,Cawsand,Cawsand,Cawsand,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2653467.0,,Devon shire,MAN-PLYM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-467541.861331748,6501298.676194293]}"
946,1177,A0409181,-0.45,50.9,0,,Storrington,Storrington,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,,,Sussex,MAN-WIGH,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-50093.770856973,6603623.906655204]}"
947,1397,A0804125,7.466667,53.666667,0,Donnazol [Dornumersiel],Dornumersiel,Dornumersiel,Frise orientale,Prusse,East Frisia,Prussia,"[{""1749-1815"" : ""Prusse""}]","[{""1749-1815"" : ""Frise orientale""}]",,,,,,NOR-GBIG,,,Prusse,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[831185.568362939,7107278.072617164]}"
948,1046,A0079365,-15.5,28,2,Canaries,Canaries,Canary Islands,Canaries,Espagne,Canary Islands,Spain,"[{""1749-1815"" : ""Espagne""}]","[{""1749-1815"" : ""Canaries""}]",,,2520308.0,,,ACE-CANA,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-1725452.107295741,3248973.789650972]}"
949,81,B0000051,-77.458134,38.30322,2,Frederichbourg en Virginie,Fredericksburg,Fredericksburg,Virginie,Etats-Unis d'Amérique,Virginia,United States,"[{""1749-1783"" : ""Grande-Bretagne""},{""1783-1815"" : ""Etats-Unis d'Amérique""}]","[{""1749-1783"" : ""Colonies britanniques d'Amérique""},{""1783-1815"" : ""Virginie""}]",,,4760059.0,,,AUE-BALT,,,Etats-Unis,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-8622600.034677152,4622349.629944612]}"
950,292,A0389605,-4.033333,51.2,3,Combe Martin côte d' Angleterre,Combe Martin,Combe Martin,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2652508.0,,Devon shire,ANE-LUND,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-448988.575759707,6656747.948768767]}"
951,757,A0233410,16.5,41.233333,3,Bisceglia (Roy. de Naples),Bisceglie,Bisceglie,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,11128207.0,,,MED-ADRS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1836771.598089013,5046819.386979393]}"
